Input Index,Stereo Set,Data Type,Total number of CPU threads,BYTES_ALIGN_MEMORY,CPU Threads Pinned To Socket,OMP_PLACES,OMP_PROC_BIND,Loop Iters Templated,Num Possible Disparity Values,Num BP Levels,Num BP Iterations,DISC_K_BP,DataKBp,LambdaBp,SigmaBp,Memory allocation of all BP data run at or before start of run,BP data arranged for memory coalescence,Memory for BP allocated/freed outside of runs,Acceleration,Number of parallel CPU threads in run,Vectorization,Image Width,Image Height,Number of evaluation runs,Time init settings malloc (median timing across evaluation runs),Level 0 Data Costs (median timing across evaluation runs),Level 1 Data Costs (median timing across evaluation runs),Level 2 Data Costs (median timing across evaluation runs),Level 3 Data Costs (median timing across evaluation runs),Level 4 Data Costs (median timing across evaluation runs),Total time get data costs after bottom level (median timing across evaluation runs),Time to init message values (median timing across evaluation runs),Time to init message values (kernel portion only) (median timing across evaluation runs),Total time BP Iters (median timing across evaluation runs),Total time Copy Data (median timing across evaluation runs),Total time Copy Data (kernel portion only) (median timing across evaluation runs),Time get output disparity (median timing across evaluation runs),Time final free (median timing across evaluation runs),Total timed (median timing across evaluation runs),Smoothing Runtime (median timing across evaluation runs),Level 0 BP Runtime (median timing across evaluation runs),Level 1 BP Runtime (median timing across evaluation runs),Level 2 BP Runtime (median timing across evaluation runs),Level 3 BP Runtime (median timing across evaluation runs),Level 4 BP Runtime (median timing across evaluation runs),Level 0 Copy Runtime (median timing across evaluation runs),Level 1 Copy Runtime (median timing across evaluation runs),Level 2 Copy Runtime (median timing across evaluation runs),Level 3 Copy Runtime (median timing across evaluation runs),Level 4 Copy Runtime (median timing across evaluation runs),Total BP Runtime (median timing across evaluation runs),Total Runtime not including data transfer time (median timing across evaluation runs),Total runtime including data transfer time (median timing across evaluation runs),Median Optimized Runtime (including transfer time),Single-Thread CPU run time,Optimized CPU output vs. Ground Truth result,Average RMS error,Average RMS error (with disparity error cap at 10.010000),Proportion bad pixels (error less than 0.001000),Proportion bad pixels (error less than 2.010000),Proportion bad pixels (error less than 5.010000),Proportion bad pixels (error less than 10.010000),Single-Thread CPU output vs. Ground Truth result,Average RMS error_1,Average RMS error (with disparity error cap at 10.010000)_1,Proportion bad pixels (error less than 0.001000)_1,Proportion bad pixels (error less than 2.010000)_1,Proportion bad pixels (error less than 5.010000)_1,Proportion bad pixels (error less than 10.010000)_1,Optimized CPU output vs. Single-Thread CPU result,Average RMS error_2,Average RMS error (with disparity error cap at 10.010000)_2,Proportion bad pixels (error less than 0.001000)_2,Proportion bad pixels (error less than 2.010000)_2,Proportion bad pixels (error less than 5.010000)_2,Proportion bad pixels (error less than 10.010000)_2,Speedup relative to AMD Rome (48 Cores) - FLOAT,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - FLOAT,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - FLOAT,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - FLOAT,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - FLOAT,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - FLOAT,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - FLOAT,Speedup w/ templated loop iteration count (known at compile-time) - FLOAT,Speedup using double-precision relative to float (actually slowdown),Speedup using half-precision relative to float,Speedup relative to AMD Rome (48 Cores) - DOUBLE,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - DOUBLE,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - DOUBLE,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - DOUBLE,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - DOUBLE,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - DOUBLE,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - DOUBLE,Speedup w/ templated loop iteration count (known at compile-time) - DOUBLE,Speedup relative to AMD Rome (48 Cores) - HALF,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - HALF,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - HALF,Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - HALF,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count templated - HALF,Speedup relative to AMD Rome (48 Cores) on runs w/ disparity count not templated - HALF,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - HALF,Speedup w/ templated loop iteration count (known at compile-time) - HALF,Speedup using double-precision relative to float (actually slowdown),Speedup using half-precision relative to float,Speedup relative to AMD Rome (48 Cores) - All Runs,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - All Runs,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - All Runs,Speedup w/ templated loop iteration count (known at compile-time) - All Runs,Speedup using double-precision relative to float (actually slowdown),Speedup using half-precision relative to float,
0,tsukubaSetHalfSize,DOUBLE,16,64,NO,,,YES,8,5,7,1.066667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,16,AVX512,192,144,3,0.000000,0.000026,0.000019,0.000012,0.000008,0.000009,0.000049,0.000011,0.000011,0.000489,0.000143,0.000142,0.000025,0.000000,0.000779,0.000008,0.000251,0.000099,0.000046,0.000054,0.000037,0.000000,0.000069,0.000031,0.000022,0.000020,0.000800,0.000808,0.000815,0.000815,0.007481,,0.896918,0.896918,0.759404,0.119900,0.017687,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.003219,0.003219,0.002025,0.000398,0.000000,0.000000,,,,,,,,,,,0.984803,1.484286,0.984803,,0.984803,,1.116172,,,,,,,,,,,,0.984803,1.484286,1.116172,,,,
0,tsukubaSetHalfSize,DOUBLE,16,64,NO,,,NO,8,5,7,1.066667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,16,AVX512,192,144,3,0.000000,0.000033,0.000019,0.000010,0.000009,0.000009,0.000046,0.000021,0.000020,0.000859,0.000142,0.000141,0.000028,0.000000,0.001150,0.000008,0.000500,0.000168,0.000074,0.000070,0.000042,0.000000,0.000065,0.000032,0.000022,0.000021,0.001169,0.001177,0.001184,0.001184,0.007481,,0.896918,0.896918,0.759404,0.119900,0.017687,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.003219,0.003219,0.002025,0.000398,0.000000,0.000000,,,,,,,,,,,1.750743,1.507786,1.750743,,,1.750743,1.026348,,,,,,,,,,,,1.750743,1.507786,1.026348,,,,
1,tsukubaSet,DOUBLE,16,64,NO,,,YES,16,5,7,2.133333,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,16,AVX512,384,288,3,0.000000,0.000193,0.000131,0.000037,0.000015,0.000011,0.000194,0.000022,0.000022,0.004677,0.001783,0.001783,0.000444,0.000000,0.007310,0.000020,0.003784,0.000604,0.000173,0.000070,0.000085,0.000000,0.001366,0.000305,0.000075,0.000062,0.007340,0.007359,0.007401,0.007401,0.084675,,1.490207,1.455079,0.399143,0.222937,0.073667,0.023248,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,0.004123,0.004123,0.001655,0.000461,0.000335,0.000000,,,,,,,,,,,0.502713,1.440959,0.502713,,0.502713,,1.008805,,,,,,,,,,,,0.502713,1.440959,1.008805,,,,
1,tsukubaSet,DOUBLE,16,64,NO,,,NO,16,5,7,2.133333,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,16,AVX512,384,288,3,0.000000,0.000195,0.000133,0.000034,0.000016,0.000010,0.000194,0.000022,0.000022,0.009126,0.001762,0.001761,0.000445,0.000001,0.011740,0.000021,0.007691,0.000939,0.000254,0.000097,0.000111,0.000000,0.001350,0.000302,0.000106,0.000036,0.011770,0.011791,0.011833,0.011833,0.084675,,1.490207,1.455079,0.399143,0.222937,0.073667,0.023248,,1.490623,1.455459,0.399016,0.223054,0.073794,0.023266,,0.004123,0.004123,0.001655,0.000461,0.000335,0.000000,,,,,,,,,,,0.505525,1.449970,0.505525,,,0.505525,1.010029,,,,,,,,,,,,0.505525,1.449970,1.010029,,,,
2,venus,DOUBLE,16,64,NO,,,YES,21,5,7,2.800000,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,16,AVX512,434,383,3,0.000001,0.000460,0.000748,0.000079,0.000019,0.000014,0.000860,0.000019,0.000018,0.022821,0.005293,0.005292,0.001704,0.000001,0.031217,0.000033,0.018619,0.003441,0.000383,0.000153,0.000139,0.000000,0.004178,0.000959,0.000128,0.000079,0.031258,0.031292,0.031373,0.031373,0.221653,,0.446534,0.423807,0.883962,0.025249,0.013987,0.005102,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.002184,0.002184,0.001432,0.000168,0.000102,0.000000,,,,,,,,,,,0.193762,1.962761,0.193762,,0.193762,,1.010995,,,,,,,,,,,,0.193762,1.962761,1.010995,,,,
2,venus,DOUBLE,16,64,NO,,,NO,21,5,7,2.800000,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,16,AVX512,434,383,3,0.000001,0.000439,0.000717,0.000081,0.000019,0.000029,0.000840,0.000020,0.000019,0.028467,0.005127,0.005125,0.001772,0.000002,0.036694,0.000033,0.022944,0.004490,0.000598,0.000220,0.000177,0.000000,0.004016,0.000911,0.000127,0.000079,0.036735,0.036768,0.036849,0.036849,0.221653,,0.446534,0.423807,0.883962,0.025249,0.013987,0.005102,,0.446589,0.423863,0.883968,0.025219,0.013987,0.005102,,0.002184,0.002184,0.001432,0.000168,0.000102,0.000000,,,,,,,,,,,0.247378,1.950616,0.247378,,,0.247378,0.968084,,,,,,,,,,,,0.247378,1.950616,0.968084,,,,
3,barn1,DOUBLE,16,64,NO,,,YES,32,5,7,4.266667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,16,AVX512,432,381,3,0.000001,0.000595,0.001220,0.000168,0.000072,0.000017,0.001467,0.000031,0.000030,0.032449,0.006427,0.006425,0.002976,0.000001,0.044003,0.000049,0.025451,0.005893,0.000678,0.000222,0.000227,0.000000,0.004694,0.001384,0.000238,0.000122,0.044042,0.044090,0.044171,0.044171,0.422902,,0.500125,0.486322,0.850211,0.039127,0.025742,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.001324,0.001324,0.000735,0.000097,0.000073,0.000000,,,,,,,,,,,0.275691,1.515774,,,0.275691,,0.995158,,,,,,,,,,,,0.275691,1.515774,0.995158,,,,
3,barn1,DOUBLE,16,64,NO,,,NO,32,5,7,4.266667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,16,AVX512,432,381,3,0.000001,0.000609,0.001234,0.000160,0.000030,0.000018,0.001441,0.000033,0.000032,0.038639,0.006894,0.006892,0.002990,0.000002,0.050735,0.000031,0.030004,0.007177,0.000879,0.000303,0.000256,0.000000,0.004984,0.001533,0.000269,0.000130,0.050776,0.050808,0.050905,0.050905,0.422902,,0.500125,0.486322,0.850211,0.039127,0.025742,0.003682,,0.500357,0.486554,0.850211,0.039139,0.025791,0.003682,,0.001324,0.001324,0.000735,0.000097,0.000073,0.000000,,,,,,,,,,,0.312091,1.525114,,,,0.312091,0.999851,,,,,,,,,,,,0.312091,1.525114,0.999851,,,,
4,conesQuarterSize,DOUBLE,16,64,NO,,,YES,64,5,7,8.533334,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,16,AVX512,450,375,3,0.000000,0.002000,0.003224,0.000756,0.000158,0.000043,0.004175,0.000061,0.000061,0.074465,0.017510,0.017508,0.007626,0.000001,0.105878,0.000033,0.061146,0.010153,0.002247,0.000464,0.000430,0.000000,0.012879,0.003358,0.000981,0.000296,0.105925,0.105957,0.106041,0.106041,0.904637,,2.345647,1.502002,0.790667,0.161689,0.112012,0.073831,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.009695,0.008411,0.004409,0.001061,0.000172,0.000172,,,,,,,,,,,0.460018,1.451333,,0.460018,0.460018,,0.999976,,,,,,,,,,,,0.460018,1.451333,0.999976,,,,
4,conesQuarterSize,DOUBLE,16,64,NO,,,NO,64,5,7,8.533334,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,16,AVX512,450,375,3,0.000001,0.002009,0.003275,0.000685,0.000101,0.000035,0.004098,0.000059,0.000058,0.080632,0.017304,0.017302,0.007667,0.000001,0.111682,0.000034,0.065852,0.011221,0.002594,0.000505,0.000482,0.000000,0.012568,0.003284,0.001191,0.000276,0.111726,0.111760,0.111843,0.111843,0.904637,,2.345647,1.502002,0.790667,0.161689,0.112012,0.073831,,2.344841,1.500297,0.790726,0.161695,0.111479,0.073938,,0.009695,0.008411,0.004409,0.001061,0.000172,0.000172,,,,,,,,,,,0.444486,1.442822,,0.444486,,0.444486,0.990018,,,,,,,,,,,,0.444486,1.442822,0.990018,,,,
0,tsukubaSetHalfSize,HALF,16,64,NO,,,YES,8,5,7,1.066667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,16,AVX512,192,144,3,0.000000,0.000028,0.000019,0.000012,0.000011,0.000008,0.000051,0.000011,0.000011,0.000301,0.000123,0.000122,0.000017,0.000000,0.000529,0.000007,0.000131,0.000058,0.000032,0.000045,0.000036,0.000000,0.000037,0.000027,0.000024,0.000035,0.000548,0.000555,0.000560,0.000560,0.007481,,0.897545,0.897545,0.759585,0.120009,0.017687,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.003906,0.003906,0.002351,0.000470,0.000000,0.000000,,,,,,,,,,,,,,,,,,,1.118856,1.358685,1.118856,,1.118856,,0.880546,,,,1.118856,1.358685,0.880546,,,,
0,tsukubaSetHalfSize,HALF,16,64,NO,,,NO,8,5,7,1.066667,15.000000,0.100000,0.000000,YES,YES,YES,Optimized CPU,16,AVX512,192,144,3,0.000000,0.000033,0.000019,0.000011,0.000009,0.000008,0.000046,0.000011,0.000011,0.000550,0.000126,0.000126,0.000017,0.000000,0.000792,0.000007,0.000266,0.000099,0.000050,0.000076,0.000058,0.000000,0.000038,0.000027,0.000024,0.000026,0.000813,0.000837,0.000844,0.000844,0.007481,,0.897545,0.897545,0.759585,0.120009,0.017687,0.000000,,0.897712,0.897712,0.759549,0.120190,0.017650,0.000000,,0.003906,0.003906,0.002351,0.000470,0.000000,0.000000,,,,,,,,,,,,,,,,,,,1.560325,1.379552,1.560325,,,1.560325,1.066778,,,,1.560325,1.379552,1.066778,,,,
