Input Index,Stereo Set,Data Type,BYTES_ALIGN_MEMORY,NUM_DATA_ALIGN_WIDTH,Loop Iters Templated,Num Possible Disparity Values,Num BP Levels,Num BP Iterations,DISC_K_BP,DATA_K_BP,LAMBDA_BP,SIGMA_BP,Memory Optimization Level,Indexing Optimization Level,Blur Images Parallel Dimensions,Init Message Values Parallel Dimensions,Level 0 Data Costs Parallel Dimensions,Level 1 Data Costs Parallel Dimensions,Level 2 Data Costs Parallel Dimensions,Level 3 Data Costs Parallel Dimensions,Level 4 Data Costs Parallel Dimensions,Level 0 BP Thread Parallel Dimensions,Level 1 BP Thread Parallel Dimensions,Level 2 BP Thread Parallel Dimensions,Level 3 BP Thread Parallel Dimensions,Level 4 BP Thread Parallel Dimensions,Level 0 Copy Thread Parallel Dimensions,Level 1 Copy Thread Parallel Dimensions,Level 2 Copy Thread Parallel Dimensions,Level 3 Copy Thread Parallel Dimensions,Level 4 Copy Thread Parallel Dimensions,Get Output Disparity Parallel Dimensions,Run Success,Acceleration,Device 0,Cuda version,Cuda Runtime Version,Image Width,Image Height,Time init settings malloc (15 timings),Level 0 Data Costs (15 timings),Level 1 Data Costs (15 timings),Level 2 Data Costs (15 timings),Level 3 Data Costs (15 timings),Level 4 Data Costs (15 timings),Level 5 Data Costs (No timings) ,Level 6 Data Costs (No timings) ,Level 7 Data Costs (No timings) ,Level 8 Data Costs (No timings) ,Level 9 Data Costs (No timings) ,Total time get data costs after bottom level (15 timings),Time to init message values (15 timings),Time to init message values (kernel portion only) (15 timings),Total time BP Iters (15 timings),Total time Copy Data (15 timings),Total time Copy Data (kernel portion only) (15 timings),Total time Copy Data (memory management portion only) (No timings) ,Time get output disparity (15 timings),Time final free (15 timings),Total timed (15 timings),Smoothing Runtime (15 timings),Level 0 BP Runtime (15 timings),Level 1 BP Runtime (15 timings),Level 2 BP Runtime (15 timings),Level 3 BP Runtime (15 timings),Level 4 BP Runtime (15 timings),Level 5 BP Runtime (No timings) ,Level 6 BP Runtime (No timings) ,Level 7 BP Runtime (No timings) ,Level 8 BP Runtime (No timings) ,Level 9 BP Runtime (No timings) ,Level 0 Copy Runtime (15 timings),Level 1 Copy Runtime (15 timings),Level 2 Copy Runtime (15 timings),Level 3 Copy Runtime (15 timings),Level 4 Copy Runtime (15 timings),Level 5 Copy Runtime (No timings) ,Level 6 Copy Runtime (No timings) ,Level 7 Copy Runtime (No timings) ,Level 8 Copy Runtime (No timings) ,Level 9 Copy Runtime (No timings) ,Total BP Runtime (15 timings),Total Runtime not including data transfer time (15 timings),Total runtime including data transfer time (15 timings),Median Optimized Runtime (including transfer time),Average Single-Thread CPU run time,CUDA output vs. Ground Truth result,Average RMS error,Average RMS error (with disparity error cap at 10.010000),Proportion bad pixels (error less than 0.001000),Proportion bad pixels (error less than 2.010000),Proportion bad pixels (error less than 5.010000),Proportion bad pixels (error less than 10.010000),Single-Thread CPU output vs. Ground Truth result,Average RMS error_1,Average RMS error (with disparity error cap at 10.010000)_1,Proportion bad pixels (error less than 0.001000)_1,Proportion bad pixels (error less than 2.010000)_1,Proportion bad pixels (error less than 5.010000)_1,Proportion bad pixels (error less than 10.010000)_1,CUDA output vs. Single-Thread CPU result,Average RMS error_2,Average RMS error (with disparity error cap at 10.010000)_2,Proportion bad pixels (error less than 0.001000)_2,Proportion bad pixels (error less than 2.010000)_2,Proportion bad pixels (error less than 5.010000)_2,Proportion bad pixels (error less than 10.010000)_2,Speedup relative to AMD Rome (48 Cores) - FLOAT,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - FLOAT,Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - FLOAT,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - FLOAT,Speedup w/ templated disparity count (known at compile-time) - FLOAT,Speedup using double-precision relative to float (actually slowdown),Speedup using half-precision relative to float,Speedup relative to AMD Rome (48 Cores) - All Runs,Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - All Runs,Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - All Runs,Speedup w/ templated disparity count (known at compile-time) - All Runs,
1,tsukubaSet,HALF,16,8,NO,16,5,7,2.133333,15.000000,0.100000,0.000000,1,1,128 x 3,256 x 2,32 x 1,256 x 1,256 x 1,256 x 1,128 x 1,32 x 16,32 x 4,32 x 3,16 x 1,128 x 1,16 x 1,128 x 1,256 x 1,256 x 2,128 x 1,64 x 2,YES,CUDA,Tesla P100-PCIE-16GB with 56 multiprocessors,12030,12030,384,288,0.000001,0.000025,0.000034,0.000029,0.000024,0.000024,YES,YES,YES,YES,YES,0.000111,0.000010,0.000010,0.003726,0.000224,0.000224,YES,0.000067,0.000000,0.004164,0.000291,0.001411,0.000623,0.000552,0.000558,0.000571,YES,YES,YES,YES,YES,0.000000,0.000106,0.000045,0.000031,0.000039,YES,YES,YES,YES,YES,0.004189,0.004482,0.004636,0.004636,0.184121,,1.490307,1.490307,0.398953,0.223009,0.073712,0.023248,,1.490623,1.490623,0.399016,0.223054,0.073794,0.023266,,0.004494,0.004494,0.001890,0.000479,0.000326,0.000000,No Data,No Data,No Data,No Data,No Data,No Data,1.249338,0.619730,0.673722,1.015341,No Data,
2,venus,HALF,16,8,YES,21,5,7,2.800000,15.000000,0.100000,0.000000,1,1,128 x 2,32 x 3,256 x 1,256 x 1,128 x 2,64 x 1,256 x 1,32 x 4,64 x 1,64 x 2,32 x 4,32 x 4,16 x 1,128 x 2,64 x 1,64 x 1,32 x 2,32 x 1,YES,CUDA,Tesla P100-PCIE-16GB with 56 multiprocessors,12030,12030,434,383,0.000001,0.000041,0.000057,0.000034,0.000031,0.000031,YES,YES,YES,YES,YES,0.000155,0.000011,0.000011,0.001553,0.000389,0.000389,YES,0.000125,0.000000,0.002280,0.000423,0.000812,0.000278,0.000150,0.000149,0.000151,YES,YES,YES,YES,YES,0.000000,0.000234,0.000070,0.000036,0.000045,YES,YES,YES,YES,YES,0.002309,0.002731,0.002957,0.002957,0.494126,,0.446654,0.446654,0.883956,0.025261,0.013993,0.005102,,0.446589,0.446589,0.883968,0.025219,0.013987,0.005102,,0.002238,0.002238,0.001678,0.000126,0.000066,0.000000,No Data,No Data,No Data,No Data,No Data,No Data,1.167721,1.193252,0.890788,1.009779,2.720376,
2,venus,HALF,16,8,NO,21,5,7,2.800000,15.000000,0.100000,0.000000,1,1,32 x 8,256 x 1,128 x 1,128 x 1,64 x 1,64 x 1,256 x 1,32 x 1,128 x 1,32 x 2,256 x 1,64 x 1,16 x 1,256 x 2,256 x 1,256 x 1,256 x 1,32 x 1,YES,CUDA,Tesla P100-PCIE-16GB with 56 multiprocessors,12030,12030,434,383,0.000001,0.000042,0.000058,0.000034,0.000031,0.000030,YES,YES,YES,YES,YES,0.000155,0.000011,0.000011,0.006628,0.000387,0.000387,YES,0.000127,0.000000,0.007356,0.000421,0.003375,0.001104,0.000713,0.000707,0.000718,YES,YES,YES,YES,YES,0.000000,0.000234,0.000071,0.000036,0.000045,YES,YES,YES,YES,YES,0.007386,0.007806,0.008044,0.008044,0.488437,,0.446654,0.446654,0.883956,0.025261,0.013993,0.005102,,0.446589,0.446589,0.883968,0.025219,0.013987,0.005102,,0.002238,0.002238,0.001678,0.000126,0.000066,0.000000,No Data,No Data,No Data,No Data,No Data,No Data,1.278421,0.506505,0.901114,1.045786,No Data,
3,barn1,HALF,16,8,YES,32,5,7,4.266667,15.000000,0.100000,0.000000,1,1,32 x 3,32 x 2,256 x 1,128 x 1,32 x 2,128 x 1,128 x 1,64 x 2,128 x 1,32 x 1,32 x 4,32 x 4,16 x 1,128 x 2,64 x 2,32 x 1,32 x 1,32 x 1,YES,CUDA,Tesla P100-PCIE-16GB with 56 multiprocessors,12030,12030,432,381,0.000001,0.000063,0.000081,0.000046,0.000042,0.000041,YES,YES,YES,YES,YES,0.000212,0.000013,0.000013,0.003956,0.000609,0.000608,YES,0.000189,0.000000,0.005044,0.000418,0.002404,0.000789,0.000281,0.000239,0.000236,YES,YES,YES,YES,YES,0.000000,0.000397,0.000103,0.000055,0.000051,YES,YES,YES,YES,YES,0.005068,0.005483,0.005740,0.005740,0.781018,,0.500237,0.500237,0.850230,0.039097,0.025785,0.003682,,0.500357,0.500357,0.850211,0.039139,0.025791,0.003682,,0.001604,0.001604,0.000784,0.000140,0.000103,0.000000,No Data,No Data,No Data,No Data,No Data,No Data,1.053301,0.719149,0.824504,0.980345,2.329622,
3,barn1,HALF,16,8,NO,32,5,7,4.266667,15.000000,0.100000,0.000000,1,1,128 x 1,128 x 1,256 x 1,128 x 1,32 x 1,128 x 1,128 x 1,32 x 1,32 x 14,32 x 1,128 x 1,64 x 1,16 x 1,128 x 2,128 x 1,256 x 1,128 x 1,32 x 1,YES,CUDA,Tesla P100-PCIE-16GB with 56 multiprocessors,12030,12030,432,381,0.000001,0.000059,0.000079,0.000043,0.000038,0.000038,YES,YES,YES,YES,YES,0.000198,0.000012,0.000011,0.011582,0.000598,0.000597,YES,0.000195,0.000000,0.012645,0.000431,0.006555,0.001841,0.001083,0.001027,0.001066,YES,YES,YES,YES,YES,0.000000,0.000391,0.000101,0.000052,0.000052,YES,YES,YES,YES,YES,0.012677,0.013116,0.013371,0.013371,0.791140,,0.500237,0.500237,0.850230,0.039097,0.025785,0.003682,,0.500357,0.500357,0.850211,0.039139,0.025791,0.003682,,0.001604,0.001604,0.000784,0.000140,0.000103,0.000000,No Data,No Data,No Data,No Data,No Data,No Data,1.318973,0.408273,0.815127,1.061514,No Data,
4,conesQuarterSize,HALF,16,8,YES,64,5,7,8.533334,15.000000,0.100000,0.000000,1,1,64 x 3,32 x 1,32 x 1,128 x 1,64 x 1,64 x 1,32 x 1,32 x 5,128 x 2,128 x 1,32 x 2,32 x 2,16 x 1,128 x 2,128 x 2,32 x 1,32 x 2,32 x 1,YES,CUDA,Tesla P100-PCIE-16GB with 56 multiprocessors,12030,12030,450,375,0.000001,0.000131,0.000151,0.000090,0.000061,0.000059,YES,YES,YES,YES,YES,0.000364,0.000017,0.000016,0.011315,0.001239,0.001238,YES,0.000420,0.000000,0.013498,0.000443,0.007483,0.002032,0.000740,0.000569,0.000498,YES,YES,YES,YES,YES,0.000000,0.000846,0.000194,0.000120,0.000078,YES,YES,YES,YES,YES,0.013527,0.013967,0.014235,0.014235,1.737796,,2.316924,2.316924,0.790524,0.157505,0.109879,0.073576,,2.344841,2.344841,0.790726,0.161695,0.111479,0.073938,,0.040545,0.040545,0.010643,0.005683,0.000741,0.000622,No Data,No Data,No Data,No Data,No Data,No Data,1.693083,0.672636,0.758495,1.051885,2.235165,
4,conesQuarterSize,HALF,16,8,NO,64,5,7,8.533334,15.000000,0.100000,0.000000,1,1,128 x 3,128 x 1,32 x 1,128 x 1,128 x 2,256 x 1,32 x 1,256 x 1,64 x 7,32 x 2,128 x 1,256 x 1,16 x 1,256 x 2,128 x 1,32 x 1,32 x 1,32 x 1,YES,CUDA,Tesla P100-PCIE-16GB with 56 multiprocessors,12030,12030,450,375,0.000001,0.000120,0.000148,0.000090,0.000060,0.000058,YES,YES,YES,YES,YES,0.000357,0.000013,0.000013,0.028972,0.001218,0.001218,YES,0.000422,0.000000,0.031107,0.000434,0.017612,0.004804,0.002503,0.001995,0.002045,YES,YES,YES,YES,YES,0.000000,0.000839,0.000188,0.000113,0.000077,YES,YES,YES,YES,YES,0.031134,0.031581,0.031818,0.031818,1.701341,,2.316924,2.316924,0.790524,0.157505,0.109879,0.073576,,2.344841,2.344841,0.790726,0.161695,0.111479,0.073938,,0.040545,0.040545,0.010643,0.005683,0.000741,0.000622,No Data,No Data,No Data,No Data,No Data,No Data,1.220104,0.352012,0.778274,1.053452,No Data,
5,conesHalfSize,HALF,16,8,YES,128,5,7,17.066668,15.000000,0.100000,0.000000,1,1,64 x 1,64 x 1,32 x 1,32 x 1,128 x 1,64 x 1,128 x 1,128 x 2,64 x 1,128 x 2,128 x 2,128 x 1,16 x 1,256 x 1,128 x 2,64 x 1,32 x 1,32 x 1,YES,CUDA,Tesla P100-PCIE-16GB with 56 multiprocessors,12030,12030,900,750,0.000001,0.001050,0.001174,0.000281,0.000162,0.000105,YES,YES,YES,YES,YES,0.001723,0.000023,0.000022,0.157731,0.009427,0.009426,YES,0.003635,0.000001,0.173611,0.001884,0.114869,0.029730,0.008029,0.002886,0.002199,YES,YES,YES,YES,YES,0.000000,0.007039,0.001774,0.000388,0.000217,YES,YES,YES,YES,YES,0.173659,0.175547,0.176405,0.176405,15.039523,,4.300607,4.300607,0.691979,0.197184,0.147861,0.107809,,4.300188,4.300188,0.691908,0.197144,0.147879,0.107778,,0.011932,0.011932,0.007304,0.000505,0.000170,0.000101,No Data,No Data,No Data,No Data,No Data,No Data,1.303669,0.651235,0.678240,1.042102,1.256044,
5,conesHalfSize,HALF,16,8,NO,128,5,7,17.066668,15.000000,0.100000,0.000000,1,1,32 x 12,32 x 1,32 x 1,32 x 1,128 x 1,64 x 1,64 x 1,32 x 1,256 x 1,64 x 1,128 x 2,128 x 1,16 x 1,256 x 1,256 x 2,128 x 1,256 x 1,32 x 1,YES,CUDA,Tesla P100-PCIE-16GB with 56 multiprocessors,12030,12030,900,750,0.000001,0.000995,0.001173,0.000281,0.000163,0.000106,YES,YES,YES,YES,YES,0.001726,0.000019,0.000018,0.202984,0.009429,0.009429,YES,0.003583,0.000001,0.218770,0.001870,0.143049,0.038249,0.011903,0.005603,0.004174,YES,YES,YES,YES,YES,0.000000,0.007036,0.001783,0.000398,0.000216,YES,YES,YES,YES,YES,0.218831,0.220727,0.221572,0.221572,15.169260,,4.300607,4.300607,0.691979,0.197184,0.147861,0.107809,,4.300188,4.300188,0.691908,0.197144,0.147879,0.107778,,0.011932,0.011932,0.007304,0.000505,0.000170,0.000101,No Data,No Data,No Data,No Data,No Data,No Data,1.201489,0.531366,0.673784,1.119368,No Data,
6,conesFullSizeCropped,HALF,16,8,YES,256,5,7,34.133335,15.000000,0.100000,0.000000,1,1,64 x 3,256 x 1,32 x 1,32 x 1,128 x 1,64 x 2,256 x 1,32 x 1,256 x 1,128 x 1,128 x 1,64 x 1,16 x 1,256 x 1,128 x 2,128 x 1,64 x 1,32 x 1,YES,CUDA,Tesla P100-PCIE-16GB with 56 multiprocessors,12030,12030,900,750,0.000001,0.003338,0.002381,0.000566,0.000308,0.000260,YES,YES,YES,YES,YES,0.003516,0.000032,0.000032,0.290489,0.019155,0.019154,YES,0.007299,0.000001,0.323902,0.001833,0.210105,0.055566,0.015521,0.005318,0.003942,YES,YES,YES,YES,YES,0.000000,0.014281,0.003664,0.000799,0.000412,YES,YES,YES,YES,YES,0.323944,0.325798,0.326618,0.326618,30.196233,,114.655266,114.655266,0.973431,0.947471,0.939764,0.936396,,17.044764,17.044764,0.594416,0.318496,0.286961,0.265836,,108.716103,108.716103,0.829551,0.827858,0.827024,0.826720,No Data,No Data,No Data,No Data,No Data,No Data,1.397976,0.784882,0.618325,1.034598,1.327363,
6,conesFullSizeCropped,HALF,16,8,NO,256,5,7,34.133335,15.000000,0.100000,0.000000,1,1,128 x 4,128 x 1,32 x 1,32 x 1,128 x 1,128 x 1,128 x 1,32 x 1,256 x 1,128 x 1,256 x 2,128 x 1,16 x 1,256 x 2,256 x 2,64 x 1,128 x 1,32 x 1,YES,CUDA,Tesla P100-PCIE-16GB with 56 multiprocessors,12030,12030,900,750,0.000001,0.003153,0.002399,0.000556,0.000307,0.000256,YES,YES,YES,YES,YES,0.003518,0.000029,0.000029,0.397654,0.019225,0.019224,YES,0.007251,0.000001,0.430852,0.001853,0.278625,0.073157,0.023291,0.013145,0.009450,YES,YES,YES,YES,YES,0.000000,0.014376,0.003641,0.000795,0.000412,YES,YES,YES,YES,YES,0.430905,0.432730,0.433541,0.433541,30.116478,,114.655266,114.655266,0.973431,0.947471,0.939764,0.936396,,17.044764,17.044764,0.594416,0.318496,0.286961,0.265836,,108.716103,108.716103,0.829551,0.827858,0.827024,0.826720,No Data,No Data,No Data,No Data,No Data,No Data,1.264116,0.604697,0.620102,1.103973,No Data,

Speedup Results,Average Speedup,Median Speedup
Speedup relative to AMD Rome (48 Cores) - FLOAT,0.771427,0.777436
Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - FLOAT,0.696126,0.691575
Speedup relative to AMD Rome (48 Cores) on smallest 3 stereo sets - FLOAT,0.758657,0.638097
Speedup relative to AMD Rome (48 Cores) on largest 3 stereo sets - FLOAT,0.819917,0.86726
Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - FLOAT,1.02886,1.02421
Speedup w/ templated disparity count (known at compile-time) - FLOAT,2.13343,2.34259
Speedup using CPU vectorization - FLOAT
Speedup over AVX256 CPU vectorization - FLOAT
Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - DOUBLE,1.02746,1.02068
Speedup w/ templated disparity count (known at compile-time) - DOUBLE,1.8465,1.71867
Speedup using CPU vectorization - DOUBLE
Speedup over AVX256 CPU vectorization - DOUBLE
Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - HALF,1.04274,1.03835
Speedup w/ templated disparity count (known at compile-time) - HALF,2.07025,2.23517
Speedup using CPU vectorization - HALF
Speedup over AVX256 CPU vectorization - HALF
Speedup relative to AMD Rome (48 Cores) - All Runs,0.779861,0.750745
Single-Thread (Orig Imp) speedup relative to AMD Rome (48 Cores) - All Runs,0.717258,0.691575
Speedup Over Default OMP Thread Count / CUDA Thread Block Dimensions - All Runs,1.03302,1.0266
Speedup w/ templated disparity count (known at compile-time) - All Runs,2.01673,2.23517
Speedup using double-precision relative to float (actually slowdown),0.626338,0.646704
Speedup using half-precision relative to float,1.23782,1.23472
